signal_id,signal_time_utc,session_tag,entry_candle_idx,horizon_candle_idx,horizon_end_utc,current_price,predicted_trend,true_trend,tp,sl,trend_success,tp_before_sl,level_success,level_forced,outcome,time_to_outcome_hours,volatility_score,is_high_volatility,error_injected,confidence_bull,confidence_flat,confidence_bear
1,2025-10-01T00:00:00+00:00,asia_open,48,72,2025-10-02T00:00:00+00:00,118594.99,flat,flat,119306.56,118120.61,1,0,0,0,sl_hit_before_tp,1.00,0.2268,0,0,17.5,65.0,17.5
2,2025-10-01T13:30:00+00:00,us_open,61,85,2025-10-02T13:00:00+00:00,118594.99,bull,bull,119306.56,118120.61,1,0,0,0,sl_hit_before_tp,1.00,0.3162,0,0,70.0,15.0,15.0
3,2025-10-02T00:00:00+00:00,asia_open,72,96,2025-10-03T00:00:00+00:00,120529.35,flat,flat,121252.53,120047.23,1,0,0,0,sl_hit_before_tp,1.00,0.3039,0,0,10.0,80.0,10.0
4,2025-10-02T13:30:00+00:00,us_open,85,109,2025-10-03T13:00:00+00:00,120529.35,bull,flat,121252.53,120047.23,0,0,0,0,sl_hit_before_tp,1.00,0.2195,0,1,65.0,17.5,17.5
5,2025-10-03T00:00:00+00:00,asia_open,96,120,2025-10-04T00:00:00+00:00,122232.00,flat,flat,122965.39,121743.07,1,0,0,0,sl_hit_before_tp,1.00,0.2574,0,0,19.0,62.0,19.0
6,2025-10-03T13:30:00+00:00,us_open,109,133,2025-10-04T13:00:00+00:00,122232.00,flat,flat,122965.39,121743.07,1,0,0,0,sl_hit_before_tp,1.00,0.2350,0,0,12.5,75.0,12.5
7,2025-10-04T00:00:00+00:00,asia_open,120,144,2025-10-05T00:00:00+00:00,122391.00,bull,flat,123125.35,121901.44,0,0,0,0,sl_hit_before_tp,1.00,0.2154,0,1,70.0,15.0,15.0
8,2025-10-04T13:30:00+00:00,us_open,133,157,2025-10-05T13:00:00+00:00,122391.00,bull,bull,123125.35,121901.44,1,0,0,0,sl_hit_before_tp,2.00,0.2061,0,0,65.0,17.5,17.5
9,2025-10-05T00:00:00+00:00,asia_open,144,168,2025-10-06T00:00:00+00:00,123482.31,flat,flat,124223.20,122988.38,1,0,0,0,sl_hit_before_tp,1.00,0.1339,0,0,15.0,70.0,15.0
10,2025-10-05T13:30:00+00:00,us_open,157,181,2025-10-06T13:00:00+00:00,123482.31,bull,bull,124223.20,122988.38,1,0,0,0,sl_hit_before_tp,1.00,0.2916,0,0,80.0,10.0,10.0
