signal_id,signal_time_utc,session_tag,entry_candle_idx,horizon_candle_idx,horizon_end_utc,current_price,predicted_trend,true_trend,tp,sl,trend_success,tp_before_sl,level_success,level_forced,outcome,time_to_outcome_hours,volatility_score,is_high_volatility,error_injected,confidence_bull,confidence_flat,confidence_bear
1,2025-10-01T00:00:00+00:00,asia_open,48,72,2025-10-02T00:00:00+00:00,118594.99,flat,flat,119338.39,118271.02,1,0,0,0,sl_hit_before_tp,1.00,0.2268,0,0,0.0,65.0,35.0
2,2025-10-01T13:30:00+00:00,us_open,61,85,2025-10-02T13:00:00+00:00,118594.99,bull,bull,121560.00,114234.95,1,0,0,0,no_hit,24.00,0.3162,0,0,70.0,0.0,30.0
3,2025-10-02T00:00:00+00:00,asia_open,72,96,2025-10-03T00:00:00+00:00,120529.35,flat,flat,121523.40,120103.08,1,0,0,0,sl_hit_before_tp,1.00,0.3039,0,0,0.0,65.0,35.0
4,2025-10-02T13:30:00+00:00,us_open,85,109,2025-10-03T13:00:00+00:00,120529.35,flat,flat,121553.78,120301.61,1,0,0,0,sl_hit_before_tp,1.00,0.2195,0,0,0.0,62.0,38.0
5,2025-10-03T00:00:00+00:00,asia_open,96,120,2025-10-04T00:00:00+00:00,122232.00,bull,flat,122888.92,122058.26,0,0,0,0,sl_hit_before_tp,1.00,0.2574,0,1,65.0,0.0,35.0
6,2025-10-03T13:30:00+00:00,us_open,109,133,2025-10-04T13:00:00+00:00,122232.00,bull,flat,123895.00,119537.00,0,0,0,0,no_hit,24.00,0.2350,0,1,60.0,0.0,40.0
7,2025-10-04T00:00:00+00:00,asia_open,120,144,2025-10-05T00:00:00+00:00,122391.00,bull,flat,125000.00,121510.00,0,0,0,0,sl_hit_before_tp,18.00,0.2154,0,1,65.0,0.0,35.0
8,2025-10-04T13:30:00+00:00,us_open,133,157,2025-10-05T13:00:00+00:00,122391.00,bull,bull,130958.00,121271.00,1,0,0,0,no_hit,24.00,0.2061,0,0,75.0,0.0,25.0
9,2025-10-05T00:00:00+00:00,asia_open,144,168,2025-10-06T00:00:00+00:00,123482.31,bull,flat,125708.42,122136.00,0,0,0,0,sl_hit_before_tp,1.00,0.1339,0,1,65.0,0.0,35.0
10,2025-10-05T13:30:00+00:00,us_open,157,181,2025-10-06T13:00:00+00:00,123482.31,bull,bull,125708.42,122136.00,1,0,0,0,no_hit,24.00,0.2916,0,0,65.0,0.0,35.0
11,2025-10-06T00:00:00+00:00,asia_open,168,192,2025-10-07T00:00:00+00:00,124658.54,bull,flat,130891.47,123327.96,0,0,0,0,sl_hit_before_tp,1.00,0.3071,0,1,70.0,0.0,30.0
12,2025-10-06T13:30:00+00:00,us_open,181,205,2025-10-07T13:00:00+00:00,124658.54,bull,bear,125429.06,124413.69,0,0,0,0,sl_hit_before_tp,1.00,0.2152,0,1,70.0,0.0,30.0
13,2025-10-07T00:00:00+00:00,asia_open,192,216,2025-10-08T00:00:00+00:00,121332.95,bull,bull,121676.72,120802.03,1,0,0,1,sl_hit_before_tp,19.87,0.2603,0,0,55.0,0.0,45.0
14,2025-10-07T13:30:00+00:00,us_open,205,229,2025-10-08T13:00:00+00:00,121332.95,flat,bull,125126.00,115505.82,0,0,0,0,no_hit,24.00,0.2640,0,1,45.0,55.0,0.0
